,loss,categorical_accuracy,precision,recall
0,12.206857681274414,0.10221040993928909,0.0,0.0
1,10.261734008789062,0.16597886383533478,0.8031578660011292,0.014378050342202187
2,9.171923637390137,0.17615467309951782,0.8407437205314636,0.058793600648641586
3,8.539238929748535,0.18271242082118988,0.8409231901168823,0.10230463743209839
4,8.10993766784668,0.21177002787590027,0.8275677561759949,0.14560838043689728
5,7.780669689178467,0.24014924466609955,0.8185038566589355,0.1872161626815796
6,7.514525413513184,0.2624795138835907,0.8241547346115112,0.22644957900047302
7,7.282210350036621,0.28220927715301514,0.833488404750824,0.2700548470020294
8,7.083755970001221,0.30069535970687866,0.8359290361404419,0.3044453263282776
9,6.899362564086914,0.3215557634830475,0.8388112187385559,0.33135470747947693
10,6.72964334487915,0.3458646535873413,0.8430677652359009,0.358772873878479
11,6.568279266357422,0.3715868592262268,0.8500881791114807,0.38148000836372375
12,6.415136337280273,0.39917463064193726,0.858648955821991,0.40671226382255554
13,6.270980358123779,0.4226355254650116,0.8679317235946655,0.4292309582233429
14,6.13010835647583,0.4454180598258972,0.8768648505210876,0.4541051983833313
15,5.990967750549316,0.4682570993900299,0.8883733749389648,0.48350200057029724
16,5.855653285980225,0.48951324820518494,0.896686315536499,0.5109390020370483
17,5.7252655029296875,0.5138787031173706,0.9048190712928772,0.539921224117279
18,5.600228786468506,0.5335519313812256,0.9152872562408447,0.5668306350708008
19,5.479565620422363,0.5528294444084167,0.924820601940155,0.5950590968132019
20,5.365781307220459,0.5713720321655273,0.9308356642723083,0.6175400614738464
21,5.259110927581787,0.5839787721633911,0.9361135959625244,0.6433565020561218
22,5.160781383514404,0.5927977561950684,0.9411670565605164,0.6628978252410889
23,5.069054126739502,0.6012776494026184,0.9454018473625183,0.682288408279419
24,4.981510639190674,0.6073265671730042,0.9481490850448608,0.7022631764411926
25,4.8998541831970215,0.6128101944923401,0.9517778158187866,0.7193170785903931
26,4.826381683349609,0.6143366098403931,0.9523681998252869,0.7362202405929565
27,4.754330158233643,0.6175589561462402,0.9541506171226501,0.751370906829834
28,4.689052581787109,0.6195940971374512,0.9564992189407349,0.7665404081344604
29,4.627847194671631,0.6201028823852539,0.9580240249633789,0.7805981040000916
30,4.5714850425720215,0.6197636723518372,0.9593863487243652,0.7919045686721802
31,4.517538547515869,0.6207813024520874,0.9610497951507568,0.8053027391433716
32,4.4661173820495605,0.6213465929031372,0.9617017507553101,0.8153089284896851
33,4.420390605926514,0.6202159523963928,0.9625470042228699,0.8252397775650024
34,4.375045299530029,0.6193679571151733,0.9631175994873047,0.8345676064491272
35,4.333528518676758,0.6201028823852539,0.9650254845619202,0.8428401947021484
36,4.293643951416016,0.619989812374115,0.9655143022537231,0.850999653339386
37,4.255862236022949,0.6197071671485901,0.9659343957901001,0.8591968417167664
38,4.220019340515137,0.6229295134544373,0.966900110244751,0.8664330244064331
39,4.186093807220459,0.6249646544456482,0.9678154587745667,0.872086226940155
40,4.153569221496582,0.6259257197380066,0.9682486653327942,0.8769103288650513
41,4.12356424331665,0.6285262107849121,0.9693421721458435,0.8829969763755798
42,4.093972206115723,0.6323138475418091,0.9702175259590149,0.8876702785491943
43,4.065965175628662,0.635705828666687,0.9706490635871887,0.8930220007896423
44,4.038825511932373,0.6371191143989563,0.9723464846611023,0.8971489071846008
45,4.013510704040527,0.6422070264816284,0.9731547832489014,0.9023875594139099
46,3.9885809421539307,0.6393803954124451,0.9733074307441711,0.9070043563842773
47,3.9627981185913086,0.6427723169326782,0.9742479920387268,0.9118096232414246
48,3.93904709815979,0.6442421674728394,0.9759979248046875,0.9141462445259094
49,3.91628098487854,0.6476341485977173,0.9767153263092041,0.9192907214164734
50,3.893897771835327,0.6462773680686951,0.9771733283996582,0.9220419526100159
51,3.873124599456787,0.6491605043411255,0.9785434007644653,0.9264326095581055
52,3.8533027172088623,0.6509695053100586,0.9785317182540894,0.9293534755706787
53,3.8335137367248535,0.6497823596000671,0.9799172282218933,0.932349681854248
54,3.8140816688537598,0.6505172848701477,0.9801081418991089,0.9359111785888672
55,3.7971787452697754,0.651930570602417,0.9807226657867432,0.9385493993759155
56,3.7791671752929688,0.6522132158279419,0.9814331531524658,0.9422993659973145
57,3.763176918029785,0.6532308459281921,0.9825066924095154,0.9440706968307495
58,3.7480316162109375,0.6525524258613586,0.9824856519699097,0.9471423029899597
59,3.732438325881958,0.6544179916381836,0.9838756918907166,0.9486121535301208
60,3.7181520462036133,0.6567358374595642,0.9839221835136414,0.9514010548591614
61,3.704399585723877,0.6585448384284973,0.9843311905860901,0.9529651403427124
62,3.6915111541748047,0.6603538990020752,0.9850894212722778,0.9548872113227844
63,3.6791179180145264,0.6577534079551697,0.9847568273544312,0.9568658471107483
64,3.6672303676605225,0.6608626842498779,0.9860736131668091,0.9566774368286133
65,3.655912399291992,0.6635196805000305,0.9859777092933655,0.9593155980110168
66,3.644972085952759,0.6664593815803528,0.9860067963600159,0.9600127935409546
67,3.6360232830047607,0.6645373106002808,0.9866138100624084,0.9611057639122009
68,3.624908685684204,0.6639154553413391,0.9872707724571228,0.9616899490356445
69,3.6166505813598633,0.6677595973014832,0.9869388341903687,0.9639889001846313
70,3.6070680618286133,0.6680423021316528,0.9871008992195129,0.9647238254547119
71,3.5989489555358887,0.6692294478416443,0.9877973794937134,0.9655906558036804
72,3.5900094509124756,0.6703600883483887,0.9883227944374084,0.9665140509605408
73,3.582689046859741,0.6708123683929443,0.9882520437240601,0.9669662714004517
74,3.573634624481201,0.669568657875061,0.9889090061187744,0.9677954316139221
75,3.566279649734497,0.6726779341697693,0.9891705513000488,0.9690579771995544
76,3.559189796447754,0.6716603636741638,0.9892129898071289,0.9694536924362183
77,3.5510201454162598,0.6742608547210693,0.9897661209106445,0.9713946580886841
78,3.5449814796447754,0.6759567856788635,0.9901109933853149,0.97165846824646
79,3.5389416217803955,0.6773135662078857,0.9900659918785095,0.9728456735610962
80,3.532386302947998,0.680253267288208,0.9909493327140808,0.9738444089889526
81,3.5270495414733887,0.6788964867591858,0.9903509020805359,0.9747865796089172
82,3.521606206893921,0.6813274025917053,0.9913001656532288,0.9748242497444153
83,3.515852451324463,0.6830233335494995,0.9914466142654419,0.9763695001602173
84,3.5111024379730225,0.685567319393158,0.9916934370994568,0.9763883352279663
85,3.506314277648926,0.6846627593040466,0.9916439056396484,0.9772551655769348
86,3.5008885860443115,0.6861891746520996,0.9918981790542603,0.9781973958015442
87,3.49594783782959,0.685454249382019,0.9924326539039612,0.9786496162414551
88,3.4925620555877686,0.685623824596405,0.99235999584198,0.9790642261505127
89,3.4874684810638428,0.6879981756210327,0.9928200244903564,0.9797425866127014
90,3.483633279800415,0.6859630346298218,0.9929340481758118,0.9797802567481995
91,3.4794704914093018,0.6874328851699829,0.993186354637146,0.9806094169616699
92,3.475036859512329,0.6899203062057495,0.9930406212806702,0.9814385771751404
93,3.4712533950805664,0.6900333762168884,0.9931155443191528,0.9813255071640015
94,3.468127489089966,0.6896376013755798,0.9935353398323059,0.9817777276039124
95,3.4639434814453125,0.6900333762168884,0.9935202598571777,0.982361912727356
96,3.4609007835388184,0.690937876701355,0.9936400055885315,0.9833229780197144
97,3.4569613933563232,0.6870371699333191,0.9940171241760254,0.9830780029296875
98,3.45369029045105,0.690937876701355,0.9940187931060791,0.9833606481552124
99,3.451326608657837,0.6882243156433105,0.9938517212867737,0.9838882684707642
100,3.4480252265930176,0.6881112456321716,0.9941179752349854,0.984114408493042
101,3.4448800086975098,0.688902735710144,0.9939695000648499,0.9845855236053467
102,3.442532777786255,0.6885635256767273,0.9943518042564392,0.9852827787399292
103,3.4394147396087646,0.68748939037323,0.9946929812431335,0.9854146838188171
104,3.4368340969085693,0.6879981756210327,0.9943926930427551,0.98582923412323
105,3.4337284564971924,0.685736894607544,0.9946224093437195,0.9863568544387817
106,3.432048797607422,0.6870936751365662,0.9945487976074219,0.9867148995399475
107,3.428321599960327,0.689185380935669,0.994684100151062,0.9872802495956421
108,3.4265241622924805,0.6870371699333191,0.9949268698692322,0.9867337346076965
109,3.4239394664764404,0.6874328851699829,0.9952319264411926,0.9872614145278931
110,3.4215548038482666,0.6889592409133911,0.9951984882354736,0.9881659150123596
111,3.41929030418396,0.6876024603843689,0.9949162602424622,0.9883543252944946
112,3.4171395301818848,0.687319815158844,0.9950109124183655,0.9884108901023865
113,3.415215492248535,0.6851716041564941,0.9952197670936584,0.9886558651924133
114,3.4127917289733887,0.6861891746520996,0.9955056309700012,0.9892399907112122
115,3.4111545085906982,0.6863587498664856,0.9955246448516846,0.989258885383606
116,3.4090347290039062,0.6859630346298218,0.9955061674118042,0.9893530607223511
117,3.407310962677002,0.689241886138916,0.9957714080810547,0.9895603656768799
118,3.405130386352539,0.6874328851699829,0.9956972002983093,0.9898618459701538
119,3.403494358062744,0.6912770867347717,0.99571692943573,0.9900691509246826
120,3.401319980621338,0.6894115209579468,0.9956791996955872,0.9900691509246826
121,3.400148630142212,0.6902029514312744,0.9963057041168213,0.990992546081543
122,3.3980672359466553,0.689241886138916,0.9959255456924438,0.9903141260147095
123,3.3962645530700684,0.6903725266456604,0.9963250756263733,0.9911244511604309
124,3.3949217796325684,0.692520797252655,0.9962300658226013,0.9909548163414001
125,3.3930563926696777,0.6908813118934631,0.9964017868041992,0.9914636015892029
126,3.3924012184143066,0.6923511624336243,0.9960623383522034,0.9914824366569519
127,3.390110969543457,0.6937645077705383,0.996308445930481,0.9917274117469788
128,3.3886191844940186,0.6941602230072021,0.9966282844543457,0.9914636015892029
129,3.3869707584381104,0.6981174945831299,0.9963100552558899,0.9921608567237854
130,3.386079788208008,0.696308434009552,0.9963667392730713,0.9921985268592834
131,3.384296178817749,0.6957431435585022,0.9964233040809631,0.9921985268592834
132,3.3834850788116455,0.6918423771858215,0.9961972236633301,0.9922362565994263
133,3.381861925125122,0.6941036581993103,0.9965754151344299,0.9925565719604492
134,3.3804798126220703,0.6967607140541077,0.9967459440231323,0.9928015470504761
135,3.378636360168457,0.6956300735473633,0.9968224763870239,0.9931407570838928
