,loss
0,12.701495170593262
1,11.34598445892334
2,10.35498046875
3,9.645429611206055
4,9.148022651672363
5,8.784299850463867
6,8.506175994873047
7,8.278857231140137
8,8.085759162902832
9,7.918806552886963
10,7.77127742767334
11,7.641275882720947
12,7.520353317260742
13,7.41140604019165
14,7.3094916343688965
15,7.213498115539551
16,7.118922710418701
17,7.026687145233154
18,6.937487602233887
19,6.8501057624816895
20,6.764443397521973
21,6.681450366973877
22,6.603475093841553
23,6.526684761047363
24,6.454124927520752
25,6.380696773529053
26,6.311880588531494
27,6.24476432800293
28,6.179365158081055
29,6.118823528289795
30,6.060259819030762
31,6.0034942626953125
32,5.949405193328857
33,5.897398948669434
34,5.849334239959717
35,5.803170204162598
36,5.758815288543701
37,5.715088367462158
38,5.674454689025879
39,5.633878231048584
40,5.596540451049805
41,5.560662746429443
42,5.525382995605469
43,5.4908857345581055
44,5.457487106323242
45,5.425630569458008
46,5.39357328414917
47,5.361393928527832
48,5.333010673522949
49,5.303832530975342
50,5.276173114776611
51,5.248083591461182
52,5.221236228942871
53,5.193598747253418
54,5.170172691345215
55,5.145046234130859
56,5.120362281799316
57,5.095243453979492
58,5.072297096252441
59,5.0480499267578125
60,5.0240302085876465
61,5.0026984214782715
62,4.979800701141357
63,4.958058834075928
64,4.937978744506836
65,4.9168524742126465
66,4.89822244644165
67,4.8778557777404785
68,4.859372138977051
69,4.8403778076171875
70,4.82163143157959
71,4.805071830749512
72,4.78791618347168
73,4.771814823150635
74,4.7547287940979
75,4.740729331970215
76,4.724208354949951
77,4.708902835845947
78,4.6941070556640625
79,4.679974555969238
80,4.666845321655273
81,4.651350498199463
82,4.635140419006348
83,4.62151575088501
84,4.607314109802246
85,4.593498229980469
86,4.581820011138916
87,4.569715976715088
88,4.5559000968933105
89,4.545469760894775
90,4.5344133377075195
91,4.522372245788574
92,4.511047840118408
93,4.499678611755371
94,4.488304615020752
95,4.477285385131836
96,4.465891361236572
97,4.455028533935547
98,4.445370674133301
99,4.43526554107666
100,4.424108982086182
101,4.4122490882873535
102,4.401116371154785
103,4.392001152038574
104,4.380352020263672
105,4.371154308319092
106,4.360050678253174
107,4.348612308502197
108,4.338549613952637
109,4.327728271484375
110,4.316018581390381
111,4.304874420166016
112,4.2919602394104
113,4.279088973999023
114,4.266809940338135
115,4.255103588104248
116,4.2416157722473145
117,4.228884696960449
118,4.214741230010986
119,4.200500011444092
120,4.187191486358643
121,4.17514181137085
122,4.163566589355469
123,4.1514997482299805
124,4.139541149139404
125,4.128838062286377
126,4.119540214538574
127,4.107938289642334
128,4.0997700691223145
129,4.090329170227051
130,4.08245849609375
131,4.072351932525635
132,4.063404560089111
133,4.055270195007324
134,4.047513484954834
135,4.040388584136963
136,4.032082557678223
137,4.024220943450928
138,4.017483711242676
139,4.010753154754639
140,4.003586292266846
141,3.997117757797241
142,3.990635395050049
143,3.984395742416382
144,3.9783551692962646
145,3.9725844860076904
146,3.968177556991577
147,3.9620893001556396
148,3.9563770294189453
149,3.9513401985168457
150,3.9462690353393555
151,3.941368579864502
152,3.9369006156921387
153,3.9317147731781006
154,3.9276626110076904
155,3.923009157180786
156,3.9192819595336914
157,3.9143879413604736
158,3.9112579822540283
159,3.9068422317504883
160,3.903738260269165
161,3.8999528884887695
162,3.8954522609710693
163,3.8916690349578857
164,3.888108968734741
165,3.884517192840576
166,3.881272792816162
167,3.878596782684326
168,3.875166416168213
169,3.8710241317749023
170,3.8684043884277344
171,3.865016222000122
172,3.8633556365966797
173,3.8596761226654053
174,3.8572771549224854
175,3.854207992553711
176,3.8512935638427734
177,3.849048614501953
178,3.846086025238037
179,3.8443825244903564
180,3.841111183166504
181,3.837855100631714
182,3.835911989212036
183,3.8341832160949707
184,3.8310434818267822
185,3.828460216522217
186,3.827136993408203
187,3.8249542713165283
188,3.821676015853882
189,3.8200032711029053
190,3.8186256885528564
191,3.816324234008789
192,3.8142075538635254
193,3.8123154640197754
194,3.809732675552368
195,3.8073501586914062
196,3.805600881576538
197,3.804086446762085
198,3.8022544384002686
199,3.7998008728027344
200,3.798161029815674
201,3.7963521480560303
202,3.7940337657928467
203,3.7934279441833496
204,3.791013717651367
205,3.7894110679626465
206,3.7876434326171875
207,3.786412000656128
208,3.784101724624634
209,3.7823405265808105
210,3.7793314456939697
211,3.7782766819000244
212,3.7769124507904053
213,3.7760791778564453
214,3.774632692337036
215,3.7726991176605225
216,3.7706708908081055
217,3.770054340362549
218,3.768521785736084
219,3.7666285037994385
220,3.7643990516662598
221,3.7633376121520996
222,3.762082099914551
223,3.761415958404541
224,3.7600252628326416
225,3.7580678462982178
226,3.757035970687866
227,3.7548110485076904
228,3.7534828186035156
229,3.7524895668029785
230,3.7514455318450928
231,3.7501957416534424
232,3.749727487564087
233,3.7468669414520264
234,3.745959758758545
235,3.7454633712768555
236,3.744121551513672
237,3.7424941062927246
238,3.741360664367676
239,3.739948272705078
240,3.738867998123169
241,3.737476348876953
242,3.736431360244751
243,3.735564947128296
244,3.733285903930664
245,3.731978178024292
246,3.731092929840088
247,3.7307043075561523
248,3.72906231880188
249,3.728135347366333
250,3.726382255554199
251,3.726332426071167
252,3.725095272064209
253,3.7236368656158447
254,3.722656488418579
255,3.722292184829712
256,3.7204105854034424
257,3.7195146083831787
258,3.7187271118164062
259,3.7177977561950684
260,3.715831995010376
261,3.7161026000976562
262,3.7143757343292236
263,3.712592363357544
264,3.7124435901641846
265,3.7116990089416504
266,3.7099361419677734
267,3.7096848487854004
268,3.7080190181732178
269,3.706610918045044
270,3.7060036659240723
271,3.705280303955078
272,3.705228090286255
273,3.70255184173584
274,3.7027127742767334
275,3.7015600204467773
276,3.7005672454833984
277,3.699836254119873
278,3.698119878768921
279,3.6974642276763916
280,3.6969385147094727
281,3.6963210105895996
282,3.695603370666504
283,3.6941022872924805
284,3.69246244430542
285,3.692487955093384
286,3.691821813583374
287,3.6906416416168213
288,3.6909329891204834
289,3.6889748573303223
290,3.6873667240142822
291,3.68682599067688
292,3.686171770095825
293,3.6855854988098145
294,3.6845974922180176
295,3.6833882331848145
296,3.682532787322998
297,3.6818957328796387
298,3.6811842918395996
299,3.6804754734039307
300,3.67966890335083
301,3.6782402992248535
302,3.6783363819122314
303,3.67637038230896
304,3.6757473945617676
305,3.675905466079712
306,3.675166606903076
307,3.673914909362793
308,3.672856092453003
309,3.6721675395965576
310,3.6708364486694336
311,3.670593738555908
312,3.6700141429901123
313,3.669024705886841
314,3.6684491634368896
315,3.667262315750122
316,3.6672983169555664
317,3.665734052658081
318,3.665168523788452
319,3.664841890335083
320,3.6636240482330322
321,3.6633613109588623
322,3.6618101596832275
323,3.661977529525757
324,3.660177230834961
325,3.659311532974243
326,3.6598215103149414
327,3.658581495285034
328,3.658358573913574
329,3.6563563346862793
330,3.6571919918060303
331,3.6560184955596924
332,3.6552083492279053
333,3.6537747383117676
334,3.6544086933135986
335,3.6523094177246094
336,3.652299642562866
337,3.6507205963134766
338,3.6513378620147705
339,3.6508243083953857
340,3.6507158279418945
341,3.6494174003601074
342,3.64870548248291
343,3.6478071212768555
344,3.6475510597229004
345,3.645472288131714
346,3.6455161571502686
347,3.645477294921875
348,3.644883632659912
349,3.644670248031616
350,3.6436641216278076
351,3.6421241760253906
352,3.6420044898986816
353,3.642347574234009
354,3.6406710147857666
355,3.640327215194702
356,3.639273166656494
357,3.639354705810547
358,3.6386327743530273
359,3.6384353637695312
360,3.637592077255249
361,3.636639356613159
362,3.6365885734558105
363,3.6357431411743164
364,3.6352531909942627
365,3.6352105140686035
366,3.6338260173797607
367,3.634282112121582
368,3.63287091255188
369,3.6321866512298584
370,3.632232427597046
371,3.631361961364746
372,3.630906343460083
373,3.6305031776428223
374,3.6295623779296875
375,3.629948854446411
376,3.628798723220825
377,3.628321409225464
378,3.628126382827759
379,3.6280405521392822
380,3.626922369003296
381,3.626065254211426
382,3.626018762588501
383,3.6246633529663086
384,3.6248230934143066
385,3.6238396167755127
386,3.6240246295928955
387,3.6233034133911133
388,3.6223862171173096
389,3.622130870819092
390,3.6214168071746826
391,3.621237277984619
392,3.6217079162597656
393,3.6197783946990967
394,3.6198620796203613
395,3.6194045543670654
396,3.6190762519836426
397,3.6193432807922363
398,3.6169939041137695
399,3.617292642593384
400,3.617281675338745
401,3.616577625274658
402,3.6161081790924072
403,3.615220308303833
404,3.614774465560913
405,3.6140739917755127
406,3.614154577255249
407,3.6140329837799072
408,3.6130073070526123
409,3.612907886505127
410,3.612492322921753
411,3.6121022701263428
412,3.612109422683716
413,3.6110358238220215
414,3.6115562915802
415,3.6105411052703857
416,3.609494209289551
417,3.6093521118164062
418,3.6088149547576904
419,3.608022451400757
420,3.608152389526367
421,3.6076807975769043
422,3.6077475547790527
423,3.605970621109009
424,3.606326103210449
425,3.6067824363708496
426,3.605553150177002
427,3.6055774688720703
428,3.6041195392608643
429,3.604189157485962
430,3.6031312942504883
431,3.6036198139190674
432,3.6034610271453857
433,3.6031203269958496
434,3.6022746562957764
435,3.601748466491699
436,3.6020939350128174
437,3.6012322902679443
438,3.600755453109741
439,3.6006336212158203
440,3.6002490520477295
441,3.600578784942627
442,3.5989830493927
443,3.5986881256103516
444,3.5980982780456543
445,3.5982179641723633
446,3.5984692573547363
447,3.597475290298462
448,3.5963776111602783
449,3.5974302291870117
450,3.59635853767395
451,3.5958259105682373
452,3.5961477756500244
453,3.595257043838501
454,3.594869375228882
455,3.593778133392334
456,3.5950379371643066
457,3.594033718109131
458,3.594221830368042
459,3.593724489212036
460,3.593461513519287
461,3.5930914878845215
462,3.592134475708008
463,3.5922446250915527
464,3.5920727252960205
465,3.591397523880005
466,3.590649127960205
467,3.590285539627075
468,3.5899658203125
469,3.591087579727173
470,3.589813470840454
471,3.5896496772766113
472,3.5888848304748535
473,3.5891711711883545
474,3.588303565979004
475,3.5888214111328125
476,3.5884335041046143
477,3.5871007442474365
478,3.5875885486602783
479,3.5874252319335938
480,3.5872392654418945
481,3.586333990097046
482,3.5863819122314453
483,3.5857861042022705
484,3.585958242416382
485,3.5853915214538574
486,3.5850436687469482
487,3.585242748260498
488,3.584632635116577
489,3.5838520526885986
490,3.5831756591796875
491,3.58418607711792
492,3.58243465423584
493,3.582597255706787
494,3.582486867904663
495,3.582932233810425
496,3.5819287300109863
497,3.5816030502319336
498,3.5823814868927
499,3.5814669132232666
500,3.58044695854187
501,3.5804195404052734
502,3.5802085399627686
503,3.579899311065674
504,3.5798094272613525
505,3.57965350151062
506,3.5787997245788574
507,3.5786256790161133
508,3.57839298248291
509,3.5784530639648438
510,3.5776164531707764
511,3.578559398651123
512,3.5776796340942383
513,3.5775225162506104
514,3.577300786972046
515,3.5766303539276123
516,3.576655864715576
517,3.576704740524292
518,3.576174259185791
519,3.5756471157073975
520,3.575493574142456
521,3.5753936767578125
522,3.575375556945801
523,3.574186086654663
524,3.574577808380127
525,3.574519634246826
526,3.5736541748046875
527,3.5735130310058594
528,3.574143648147583
529,3.573653221130371
530,3.5728416442871094
531,3.5728325843811035
532,3.5722787380218506
533,3.57193660736084
534,3.572058916091919
535,3.571805715560913
536,3.5713930130004883
537,3.571326971054077
538,3.5708982944488525
539,3.5708348751068115
540,3.5703821182250977
541,3.569639205932617
542,3.5704586505889893
543,3.5696916580200195
544,3.569749593734741
545,3.56973934173584
546,3.5693063735961914
547,3.568941116333008
548,3.5684573650360107
549,3.569122552871704
550,3.5688867568969727
551,3.5679991245269775
552,3.567993402481079
553,3.56817889213562
554,3.5677943229675293
555,3.567772626876831
556,3.567078113555908
557,3.567117929458618
558,3.5668814182281494
559,3.566744804382324
560,3.5656285285949707
561,3.565706491470337
562,3.5660197734832764
563,3.566570281982422
564,3.5646770000457764
565,3.565180540084839
566,3.56569242477417
567,3.5647497177124023
568,3.5652925968170166
569,3.5647451877593994
570,3.5641939640045166
571,3.56415057182312
572,3.56375789642334
573,3.5636823177337646
574,3.5637049674987793
575,3.56310772895813
576,3.5638012886047363
577,3.562624454498291
578,3.5627048015594482
579,3.562607526779175
580,3.5620639324188232
581,3.561863899230957
582,3.5622239112854004
583,3.5622599124908447
584,3.5610547065734863
585,3.560889959335327
586,3.5610082149505615
587,3.560915946960449
588,3.560687780380249
589,3.560631513595581
590,3.5597519874572754
591,3.5597004890441895
592,3.559936285018921
593,3.559570550918579
594,3.5592851638793945
