,loss
0,12.144003868103027
1,10.091024398803711
2,9.023991584777832
3,8.405603408813477
4,7.984245300292969
5,7.6624436378479
6,7.400507926940918
7,7.173087120056152
8,6.970067501068115
9,6.7869648933410645
10,6.6167497634887695
11,6.452947616577148
12,6.297203540802002
13,6.153419494628906
14,6.0129852294921875
15,5.879147052764893
16,5.754751682281494
17,5.636650562286377
18,5.522796154022217
19,5.415957450866699
20,5.316676616668701
21,5.219873428344727
22,5.128308296203613
23,5.04239559173584
24,4.960108757019043
25,4.880476474761963
26,4.80816650390625
27,4.737045764923096
28,4.66944694519043
29,4.603349208831787
30,4.541102409362793
31,4.482337951660156
32,4.422725200653076
33,4.367963790893555
34,4.318981170654297
35,4.268991947174072
36,4.224058151245117
37,4.1809821128845215
38,4.140763282775879
39,4.101152420043945
40,4.065435409545898
41,4.030463218688965
42,3.999025344848633
43,3.967301845550537
44,3.938276529312134
45,3.911170482635498
46,3.884409189224243
47,3.8599133491516113
48,3.836641550064087
49,3.81430721282959
50,3.7929341793060303
51,3.772412061691284
52,3.753840684890747
53,3.7364773750305176
54,3.7197861671447754
55,3.7032411098480225
56,3.688640594482422
57,3.6728551387786865
58,3.6580026149749756
59,3.644360065460205
60,3.631659507751465
61,3.619795560836792
62,3.607306480407715
63,3.596620559692383
64,3.5852088928222656
65,3.5740294456481934
66,3.5653955936431885
67,3.5552523136138916
68,3.547163963317871
69,3.538362741470337
70,3.5280492305755615
71,3.520454168319702
72,3.5123281478881836
73,3.5051822662353516
74,3.4975528717041016
75,3.4906253814697266
76,3.4842193126678467
77,3.4781620502471924
78,3.4710593223571777
79,3.4657554626464844
80,3.4595401287078857
81,3.4536783695220947
82,3.4489259719848633
83,3.4445009231567383
84,3.4386539459228516
85,3.4341349601745605
86,3.4295601844787598
87,3.4255905151367188
88,3.4211931228637695
89,3.4173827171325684
90,3.4136452674865723
91,3.4094791412353516
92,3.405977249145508
93,3.4024837017059326
94,3.3989195823669434
95,3.395493984222412
96,3.3922202587127686
97,3.389683485031128
98,3.385843276977539
99,3.3827781677246094
