,loss
0,13.210105552675497
1,12.44544496492585
2,12.117112738920772
3,11.736830486168431
4,11.378396118830864
5,11.082531852674725
6,10.845915369966193
7,10.655438000852994
8,10.496169818641171
9,10.359738070535258
10,10.237119033921735
11,10.129216888234078
12,10.02246227854217
13,9.92420681743114
14,9.835887261381576
15,9.751367665582558
16,9.671346314153284
17,9.595233589496706
18,9.522791693361425
19,9.452569597362764
20,9.387644151962258
21,9.32489640830404
22,9.265002257626216
23,9.206530452643952
24,9.150549498116009
25,9.094982680851732
26,9.041830789295503
27,8.990972726487529
28,8.939996744322261
29,8.891866956977472
30,8.844411759508883
31,8.799785338839625
32,8.755693554548015
33,8.713842393288653
34,8.672717469496982
35,8.633179836326029
36,8.5954798572214
37,8.558355687734627
38,8.524076640299294
39,8.489363280716905
40,8.457934264095112
41,8.425813653091826
42,8.394575475170544
43,8.364924200636906
44,8.33546455846309
45,8.307312041101559
46,8.278152735549105
47,8.250498913729317
48,8.222647185107004
49,8.195614724722905
50,8.169172305749171
51,8.144594942602161
52,8.119472929470225
53,8.09569422343768
54,8.070114360830676
55,8.046086618889381
56,8.022086444707876
57,7.999128224251397
58,7.977508672858398
59,7.956019866769111
60,7.934107241942443
61,7.914073663526409
62,7.891473968192515
63,7.870107221821743
64,7.8486700714918305
65,7.827324161521993
66,7.807263675920231
67,7.7884185602210865
68,7.769314545747807
69,7.749875547442592
70,7.731140305845118
71,7.712802796226621
72,7.6951939846838675
73,7.679034491823718
74,7.6614692798672515
75,7.646005944188342
76,7.629171729445006
77,7.613776080812834
78,7.597466032193281
79,7.581762299393979
80,7.566035510578637
81,7.550954772144399
82,7.536544310109181
83,7.521127454097898
84,7.505537777059161
85,7.4911002514354115
86,7.475885105170796
87,7.462047735733204
88,7.446121328795864
89,7.431345594536491
90,7.416000098854336
91,7.402538356897459
92,7.3876105850416405
93,7.372687244113368
94,7.357750842850126
95,7.344117126764602
96,7.331331809141629
97,7.318332666862583
98,7.305184628144121
99,7.293001947829409
100,7.2801438632764315
101,7.268421302946152
102,7.255207349072142
103,7.244137658468507
104,7.231766703817693
105,7.220642836140133
106,7.210016153647083
107,7.199054158935512
108,7.188595823842949
109,7.177959641429593
110,7.167202503282628
111,7.1571269035339355
112,7.146727068238628
113,7.136689500141807
114,7.1265231009908225
115,7.116689930925052
116,7.108069147193767
117,7.098165904844156
118,7.0889481722894105
119,7.080750977408725
120,7.072204129234528
121,7.064810503357389
122,7.055623889973559
123,7.049348517670277
124,7.040556612882237
125,7.032665802548419
126,7.025349304171831
127,7.0173940451002705
128,7.011524311231511
129,7.003226843257104
130,6.996444386754987
131,6.988760038257569
132,6.982454554155445
133,6.975353110307647
134,6.968026001691023
135,6.962356261424208
136,6.955441653502723
137,6.949680639233865
138,6.94244461247189
139,6.936855628913803
140,6.931431406193533
141,6.924905744198186
142,6.918946244069818
143,6.912765975912037
144,6.906316395416208
145,6.900336991858473
146,6.893632244366951
147,6.888302454300655
148,6.881515187886674
149,6.875848529175614
150,6.8695130223126455
151,6.863889089359316
152,6.858259498894441
153,6.851954032341132
154,6.847651555840227
155,6.840924241839475
156,6.835607525451719
157,6.830521090761601
158,6.825213137810008
159,6.818832331794404
160,6.814612350008838
161,6.808911595621389
162,6.8043971869599
163,6.799314634250984
164,6.7942649054550195
165,6.7899379901938826
166,6.784776081069246
167,6.780539844525232
168,6.775182922130806
169,6.771885596767074
170,6.766384765894136
171,6.762236776815045
172,6.757892973582453
173,6.753207255140317
174,6.748939496153077
175,6.7442656560752585
176,6.74012877019347
177,6.7355226578400575
178,6.731641500974309
179,6.727955630395861
180,6.722747333795532
181,6.7182624779856015
182,6.715410682505269
183,6.71022419218117
184,6.706997540181889
185,6.7034120727093525
186,6.699709719965689
187,6.6945418608223
188,6.691744034471867
189,6.687875028583596
190,6.683652872901497
191,6.680509182588559
192,6.676088581374181
193,6.672649774551931
194,6.668572762181096
195,6.664809826452956
196,6.662183636868005
197,6.658659995892756
198,6.654129808986495
199,6.6523409548592385
200,6.648138124546921
201,6.644629320488297
202,6.641636884571692
203,6.638486030487392
204,6.634678529637699
205,6.632259040995122
206,6.627736106439958
207,6.624448818917582
208,6.620395932043109
209,6.616613837726323
210,6.613250195902571
211,6.609301749924968
212,6.605357122337699
213,6.601684776531295
214,6.59736267660032
215,6.5942048641008375
216,6.589941800944686
217,6.586219808462146
218,6.582520826007507
219,6.578687547458034
220,6.576063770659938
221,6.572458139221478
222,6.567880784362037
223,6.564948098656416
224,6.561819054110107
225,6.559272124220217
226,6.556183267053495
227,6.551950281676824
228,6.548786459880792
229,6.54559644304127
230,6.542485271060074
231,6.538671505337311
232,6.5358149512706785
233,6.532401490140051
234,6.5283679909592625
235,6.525409524265142
236,6.521298713792987
237,6.518141509895038
238,6.514711443137486
239,6.510897110164775
240,6.507389192658273
241,6.503737189540748
242,6.500857104211363
243,6.497445829566051
244,6.493710893821511
245,6.489201586339087
246,6.484437266781153
247,6.480009937685336
248,6.474667415185433
249,6.471015880305877
250,6.466896074677721
251,6.46256743076395
252,6.4590777237518155
253,6.456112231089009
254,6.451995861389455
255,6.447756395162591
256,6.442797246152641
257,6.43974920017062
258,6.4361411734671625
259,6.432689794657613
260,6.429025697090822
261,6.424799430403353
262,6.422425887982163
263,6.41764990787009
264,6.413926442527091
265,6.41090283533226
266,6.406272807502175
267,6.402887537343404
268,6.3986043394423975
269,6.3948960654427855
270,6.391265671628846
271,6.387073767920455
272,6.383635071701566
273,6.379509233890619
274,6.37626894826812
275,6.371957755424417
276,6.368837861142991
277,6.3653080843364185
278,6.362123532348871
279,6.358442915524439
280,6.355511112057864
281,6.352787793097107
282,6.3503150401616
283,6.347952453511493
284,6.34562418830018
285,6.343248043909978
286,6.340186377243955
287,6.338835815367363
288,6.335564432301053
289,6.333162539432139
290,6.331309757289814
291,6.329565467071059
292,6.327360935481827
293,6.324785560930528
294,6.322873197326194
295,6.32075383501572
296,6.319036439744349
297,6.316634612218488
298,6.31564576711142
