0.000	9.287	21.768
1.000	6.649	20.687
2.000	13.338	18.612
3.000	11.296	17.372
4.000	4.573	10.872
5.000	16.852	5.433
6.000	0.778	17.299
7.000	9.267	6.793
8.000	2.769	24.727
9.000	9.136	27.239
10.000	15.677	11.732
11.000	17.756	15.352
12.000	15.731	29.740
13.000	13.067	4.177
14.000	19.336	2.108
15.000	18.695	8.678
16.000	3.946	30.141
17.000	14.700	1.604
18.000	11.462	0.463
19.000	17.558	22.404
20.000	0.821	7.831
21.000	14.692	15.178
22.000	-0.643	0.052
23.000	8.837	18.582
24.000	3.210	19.411
25.000	6.733	31.915
26.000	0.090	19.829
27.000	13.322	8.862
28.000	6.329	27.486
29.000	2.112	14.410
30.000	8.823	1.830
31.000	6.185	8.202
32.000	8.465	29.795
33.000	6.828	-0.583
34.000	0.082	11.645
35.000	-0.289	28.009
36.000	2.738	1.297
37.000	6.172	3.840
