#x,y,th,
0.000	0.000	0.000
0.204	-0.004	-0.035
0.408	-0.014	-0.069
0.611	-0.032	-0.104
0.814	-0.056	-0.138
1.015	-0.088	-0.173
1.216	-0.127	-0.208
1.415	-0.172	-0.242
1.612	-0.225	-0.277
1.807	-0.284	-0.311
2.000	-0.350	-0.346
2.191	-0.422	-0.381
2.379	-0.501	-0.415
2.564	-0.587	-0.450
2.747	-0.679	-0.484
2.926	-0.777	-0.519
3.101	-0.881	-0.554
3.273	-0.991	-0.588
3.441	-1.107	-0.623
3.604	-1.229	-0.657
3.764	-1.357	-0.692
3.918	-1.490	-0.727
4.069	-1.628	-0.761
4.214	-1.771	-0.796
4.354	-1.919	-0.830
4.489	-2.072	-0.865
4.619	-2.230	-0.900
4.743	-2.392	-0.934
4.861	-2.558	-0.969
4.974	-2.728	-1.003
5.081	-2.902	-1.038
5.181	-3.080	-1.073
5.276	-3.261	-1.107
5.364	-3.445	-1.142
5.445	-3.632	-1.176
5.521	-3.822	-1.211
5.589	-4.014	-1.246
5.651	-4.208	-1.280
5.706	-4.405	-1.315
5.754	-4.603	-1.349
5.796	-4.803	-1.384
5.830	-5.004	-1.419
5.857	-5.206	-1.453
5.878	-5.409	-1.488
5.891	-5.613	-1.522
5.898	-5.817	-1.557
5.897	-6.021	-1.592
5.889	-6.225	-1.626
5.874	-6.429	-1.661
5.852	-6.631	-1.695
